COUNTRY,SERIES_CODE,INDICATOR,SCALE,UNIT,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Available_Year_Count,Missing_Year_Count,Missing_Year_Percentage,Historical_Average,Historical_Median,Historical_Minimum,Historical_Maximum,Historical_Standard_Deviation,Historical_Range,First_Year_Value,Latest_Year_Value,First_Year,Latest_Year,Absolute_Change,Percentage_Change,Previous_Year_Value,Latest_Year_Change,Latest_Year_Change_Percentage,CAGR_Percentage,Trend_Slope,Trend_Direction,Latest_Value_Status,Latest_Value_Log,Historical_Average_Log,Country_ID,Country_Record_Count,Indicator_ID,Indicator_Record_Count,Unit_ID,Unit_Record_Count,Scale_ID,Country_Indicator_Record_Count,Latest_Value_Outlier_Flag,Historical_Average_Outlier_Flag,Total_Missing_Values_Per_Row,Total_Available_Values_Per_Row,Missing_Value_Percentage_Per_Row
"Uzbekistan, Republic of",UZB.NGDPRPC.A,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Units,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,8228013.783,7857485.604,7305182.905,7109482.033,7092584.596,7231120.095,7428760.863,7637252.392,7958319.705,8183820.044,8408594.707,8654214.6,9193571.994,9718454.918,10331639.98,11164178.058,11985378.28,12739170.356,13484885.401,14019187.578,14830565.96,15771627.021,16710038.175,17729626.472,18588245.939,19131605.491,19894530.953,20463680.282,20402165.578,21630172.076,22466551.63,23382583.551,24449734.875,25854683.62,45,0,0.0,10378605.492966667,8654214.6,10.478,25854683.62,7924428.700699292,25854673.142,12.017,25854683.62,1981,2025,25854671.603,215150799.72538906,24449734.875,1404948.745000001,5.746273946048264,39.29193806219713,590531.285132279,Increasing,Positive,17.0680023657106,16.155257177457283,189,38,15,196,0,2134,2,1,1,1,0,85,0.0
"Uzbekistan, Republic of",UZB.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,0.002,0.014,0.159,2.091,9.643,17.193,28.071,38.585,54.831,78.998,112.173,160.655,199.647,225.613,265.509,312.362,377.101,454.555,542.981,643.053,764.741,860.828,954.385,1060.915,1156.307,1243.337,1432.907,1799.892,2111.32,2353.383,2591.112,2758.775,3030.501,3373.144,3668.862,45,0,0.0,729.0551666666667,199.647,0.002,3668.862,1037.1592798434458,3668.86,12.017,3668.862,1981,2025,3656.8450000000003,30430.598319048015,3373.144,295.7180000000003,8.76683592517842,13.886240626065405,66.78016429512508,Increasing,Positive,8.2079093381618,6.593120102063366,189,38,38,197,2,1142,2,1,1,1,0,85,0.0
"Uzbekistan, Republic of",UZB.GGXONLB.A,"Primary net lending (+) / net borrowing (-), General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,-21.576,-44.261,-64.823,-131.103,-178.112,-562.015,-569.905,-543.099,-664.844,746.828,1298.55,2866.252,1155.828,2049.808,5293.62,7396.342,3123.578,3327.65,-892.236,1421.207,2947.054,6018.036,-2494.455,-19804.5,-35273.7,-37671.122,-45123.99,-25062.761,-15125.674,45,0,0.0,-3252.6962777777776,12.52,-45123.99,7396.342,11329.264190468231,52520.331999999995,12.017,-15125.674,1981,2025,-15137.691,-125968.9689606391,-25062.761,9937.086999999998,39.648812036311554,,-412.73299380763825,Decreasing,Negative,,,189,38,36,190,0,2134,0,1,1,1,3,82,3.488372093023256
Czech Republic,CZE.NGDPPC.A,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Units,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,155575.917,178325.226,192297.668,210589.152,220345.822,233477.05,253280.606,265113.004,277964.737,302861.394,322437.47,345304.975,376101.167,390350.892,378437.284,385482.516,390527.324,392023.946,396439.848,416458.952,441420.726,457804.368,488154.303,514166.745,550673.517,544612.17,599784.229,651106.268,705918.648,736893.292,780714.253,45,0,0.0,278996.1024999999,277964.737,10.478,780714.253,234916.75927615954,780703.775,12.017,780714.253,1981,2025,780702.236,6496648.381459599,736893.292,43820.96100000001,5.946717316569088,28.641014269681687,17437.57370750987,Increasing,Positive,13.567965769511993,12.538956675444915,44,43,20,197,0,2134,2,1,1,1,0,85,0.0
Czech Republic,CZE.LUR.A,Unemployment rate,Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,4.0,3.9,4.775,6.491,8.72,8.757,8.113,7.27,7.77,8.344,7.932,7.128,5.306,4.377,6.703,7.284,6.708,6.975,6.949,6.111,5.021,3.946,2.89,2.178,1.959,2.512,2.738,2.165,2.578,2.599,2.9,45,0,0.0,7.694277777777777,7.128,1.959,15.373,4.107480477123354,13.414,12.017,2.9,1981,2025,-9.116999999999999,-75.86752101189981,2.599,0.3009999999999997,11.581377452866475,-3.1792982988395724,-0.26190210803689046,Decreasing,Positive,1.3609765531356006,2.1626650825712357,44,43,43,118,2,1142,2,1,0,0,0,85,0.0
Ukraine,UKR.LUR.A,Unemployment rate,Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,14.8,10.0,9.8,11.3,11.9,11.483,10.789,9.629,9.057,8.588,7.16,6.805,6.347,6.358,8.833,7.772,7.535,7.223,6.872,9.275,9.143,9.347,9.51,8.8,8.235,9.518,9.881,24.528,19.072,13.1,11.573,45,0,0.0,11.008366666666669,10.478,6.347,24.528,3.4546426459713073,18.180999999999997,12.017,11.573,1981,2025,-0.44399999999999906,-3.6947657485229186,13.1,-1.5269999999999992,-11.656488549618317,-0.08552593993601532,-0.03991831357048835,Decreasing,Positive,2.531551657611044,2.4856036290637276,184,40,43,118,2,1142,2,1,0,0,0,85,0.0
Ukraine,UKR.GGSB.A,"Structural balance, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,15.9575,15.882,-3.268,-21.256,-9.032,-10.472,-26.317,-33.349,-22.134,-30.689,-40.571,-62.821,-70.976,-48.221,-16.846,-42.762,-56.131,-88.06,-67.187,-222.88,-182.102,-772.317,23.048,23.132,23.144,45,0,0.0,-32.257333333333335,11.111,-772.317,23.144,123.65681477117334,795.461,12.017,23.144,1981,2025,11.126999999999999,92.59382541399684,23.132,0.011999999999996902,0.05187618882931394,1.5007250448167309,-3.997451185770711,Decreasing,Positive,3.184035902025493,,184,40,41,87,0,2134,0,1,0,0,1,84,1.1627906976744187
Czech Republic,CZE.BCA.A,"Current account balance (credit less debit), US dollar",Billions,US dollar,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,-1.369,-4.121,-3.565,-1.254,-1.464,-2.717,-3.273,-4.165,-5.696,-4.452,-2.869,-3.834,-8.718,-4.414,-4.682,-7.424,-4.792,-3.234,-1.113,0.38,0.843,3.485,3.415,0.988,0.853,4.417,-5.983,-14.141,-0.382,6.052,2.643,45,0,0.0,2.456833333333333,0.38,-14.141,15.373,7.947909856027901,29.514,12.017,2.643,1981,2025,-9.373999999999999,-78.0061579429142,6.052,-3.409,-56.32848645076008,-3.3832782091325564,-0.377842424242424,Decreasing,Positive,1.2928075180264267,1.2403529484186864,44,43,5,196,4,590,0,1,0,0,0,85,0.0
Czech Republic,CZE.GGXCNL.A,"Net lending (+) / net borrowing (-), General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,-197.376,-54.777,-62.178,-89.762,-69.842,-85.116,-149.203,-171.596,-194.777,-74.261,-100.666,-77.165,-26.144,-80.705,-215.277,-167.132,-111.059,-161.338,-54.135,-91.652,-30.969,33.169,75.634,48.269,16.651,-329.285,-312.308,-216.345,-286.066,-163.487,-172.441,45,0,0.0,-75.33767777777777,-62.178,-329.285,75.634,101.89543633471853,404.91900000000004,12.017,-172.441,1981,2025,-184.458,-1534.975451443788,-163.487,-8.954000000000008,-5.476888070611124,,-4.279577470355754,Decreasing,Negative,,,44,43,32,197,0,2134,0,1,0,0,3,82,3.488372093023256
"Uzbekistan, Republic of",UZB.PCPIE.A,"All Items, Consumer price index (CPI), End-of-period (EoP)",Units,Index,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,0.006,0.062,0.851,1.846,3.034,4.558,5.747,7.239,9.279,11.736,14.266,15.513,16.95,18.878,20.932,23.414,26.652,29.946,33.51,38.07,42.187,46.744,51.062,55.365,60.791,72.209,82.509,95.041,105.654,116.202,130.445,141.856,155.741,167.096,45,0,0.0,38.734655555555555,15.513,0.006,167.096,45.022716241968325,167.09,12.017,167.096,1981,2025,155.079,1290.4967962053759,155.741,11.35499999999999,7.290951001984055,6.164944290448582,2.8128065876152792,Increasing,Positive,5.124535244771551,3.6822237428143807,189,38,0,196,1,590,2,1,0,0,0,85,0.0
Ukraine,UKR.TM_RPCH.A,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,54.039,-13.774,-15.735,10.5,-3.215,-15.3,-13.3,3.532,12.558,5.892,30.296,13.575,12.799,12.308,20.301,13.492,-41.623,15.014,21.517,1.613,-8.575,-24.991,-27.783,8.554,15.273,7.246,7.001,-3.813,15.218,-29.763,18.154,6.537,25.713,45,0,0.0,6.327455555555557,12.017,-41.623,54.039,16.991073400606506,95.662,12.017,25.713,1981,2025,13.696000000000002,113.97187317966215,6.537,19.176000000000002,293.3455713630106,1.743835755323886,-0.2479806324110677,Decreasing,Positive,3.2851503382988216,1.9916283281536806,184,40,28,176,3,3211,2,1,0,0,0,85,0.0
Czech Republic,CZE.LP.A,"Population, Persons for countries / Index for country groups",Millions,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,10.333,10.321,10.309,10.299,10.29,10.278,10.232,10.201,10.193,10.195,10.199,10.224,10.254,10.343,10.426,10.462,10.487,10.505,10.516,10.512,10.538,10.579,10.61,10.65,10.694,10.702,10.517,10.828,10.851,10.935,10.904,45,0,0.0,11.23401111111111,10.538,10.193,15.373,1.4250303006702287,5.18,12.017,10.904,1981,2025,-1.1129999999999995,-9.261879004743276,10.935,-0.031000000000000583,-0.28349336991312835,-0.22064852958171288,-0.05401001317523061,Decreasing,Positive,2.476874478090736,2.50421986903568,44,43,35,197,2,1142,1,1,0,0,0,85,0.0
Czech Republic,CZE.GGSB_NPGDP.A,"Structural balance, General government, Percent",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,-12.36,-3.451,-2.5,-2.698,-1.658,-2.661,-4.746,-4.445,-5.141,-1.545,-3.116,-3.265,-2.15,-3.016,-4.484,-3.556,-1.869,-0.566,0.841,0.353,0.582,1.968,1.792,0.804,-0.756,-3.922,-4.405,-3.18,-2.59,-1.336,-1.828,45,0,0.0,2.360877777777777,-1.336,-12.36,15.373,7.56448867778339,27.732999999999997,12.017,-1.828,1981,2025,-13.844999999999999,-115.21178330698176,-1.336,-0.492,-36.82634730538922,,-0.38530777338603545,Decreasing,Negative,,1.2122021832432446,44,43,42,85,3,3211,2,1,0,0,2,83,2.3255813953488373
"Uzbekistan, Republic of",UZB.PCPI.A,"All Items, Consumer price index (CPI), Period average",Units,Index,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,0.0,0.004,0.022,0.371,1.502,2.313,3.952,5.097,6.58,8.226,10.467,13.324,14.989,16.087,17.808,20.143,22.39,25.329,28.444,31.944,35.92,40.194,44.897,48.973,53.119,57.805,65.826,77.362,88.599,100.0,110.849,123.538,135.838,148.913,162.012,45,0,0.0,36.59276666666667,14.989,0.0,162.012,43.16837945009897,162.012,12.017,162.012,1981,2025,149.995,1248.1900640758927,148.913,13.09899999999999,8.796411327419358,6.090418321839652,2.6872891963109313,Increasing,Positive,5.093823817728872,3.6268116560027095,189,38,2,197,1,590,2,1,0,0,0,85,0.0
Czech Republic,CZE.GGXWDN_NGDP.A,"Net debt, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,-1.257,0.792,1.648,7.813,13.582,15.177,13.359,15.102,13.905,13.572,19.921,25.252,26.543,28.11,28.812,29.19,27.924,24.735,21.171,19.384,17.834,23.1,25.575,28.807,28.616,29.176,30.227,45,0,0.0,17.130411111111112,14.973,-1.257,30.227,7.876549694770669,31.484,12.017,30.227,1981,2025,18.21,151.5353249563119,29.176,1.051000000000002,3.602275843158768,2.1185224499235655,0.4236753623188412,Increasing,Positive,3.441283105201441,2.8975907002466306,44,43,31,89,3,3211,2,1,0,0,0,85,0.0
Ukraine,UKR.NGDP_D.A,"Gross domestic product (GDP), Price deflator, Index",Units,Index,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,0.0,0.001,0.024,0.255,1.317,2.189,2.585,2.897,3.689,4.704,5.182,5.454,5.9,6.803,8.442,9.696,11.911,15.367,17.308,19.674,22.465,24.258,25.303,29.289,40.677,47.631,58.157,67.112,72.646,80.125,100.0,134.915,161.729,181.088,206.078,45,0,0.0,33.30463333333333,12.52,0.0,206.078,49.721642884914814,206.078,12.017,206.078,1981,2025,194.061,1614.8872430723145,181.088,24.99000000000001,13.799920480650297,6.67209103226496,2.7062461133069773,Increasing,Positive,5.333095533883912,3.535280427653531,184,40,25,197,1,590,2,1,0,0,0,85,0.0
"Uzbekistan, Republic of",UZB.GGR_NGDP.A,"Revenue, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,22.639,24.86,20.38,24.865,30.157,26.821,28.897,27.676,26.289,24.617,25.494,24.012,23.11,22.105,24.706,25.562,29.225,26.379,25.953,25.678,26.726,24.234,23.698,21.459,21.13,20.931,22.817,23.065,21.865,22.236,26.464,24.736,23.895,25.717,45,0,0.0,21.69036666666667,23.698,10.478,30.157,5.710626811838688,19.679000000000002,12.017,25.717,1981,2025,13.7,114.00515935757676,23.895,1.8219999999999992,7.625026156099598,1.7441954463984555,0.2753353096179184,Increasing,Positive,3.285300066915983,3.121940458496645,189,38,40,197,3,3211,2,1,0,0,0,85,0.0
Ukraine,UKR.PCPI.A,"All Items, Consumer price index (CPI), Period average",Units,Index,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,100.0,1309.958,63334.923,627768.338,2992861.513,5394047.462,6250944.87,6912117.432,8480039.412,10871673.13,12171795.749,12263987.489,12902927.666,14068871.02,15971002.719,17420464.785,19657766.633,24611788.741,28524973.495,31196306.171,33678925.086,33869340.554,33780943.689,37868272.905,56303884.053,64137482.214,73401082.835,81436069.322,87857948.112,90264859.779,98714214.842,118637447.352,133883456.599,142590973.99,160739234.636,45,0,0.0,32834407.584700003,12902927.666,10.478,160739234.636,43625884.89612158,160739224.15800002,12.017,160739234.636,1981,2025,160739222.61900002,1337598590.4884748,142590973.99,18148260.645999998,12.727496094719672,45.19844014322803,2860740.566665345,Increasing,Positive,18.895293955455717,17.306987565710568,184,40,2,197,1,590,2,1,1,1,0,85,0.0
Ukraine,UKR.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,1209.958,4734.881,891.188,376.746,80.23,15.886,10.577,22.684,28.203,11.959,0.757,5.21,9.036,13.52,9.076,12.843,25.201,15.9,9.365,7.958,0.565,-0.261,12.1,48.684,13.913,14.443,10.947,7.886,2.74,9.361,20.183,12.851,6.504,12.727,45,0,0.0,173.36643333333333,12.727,-0.261,4734.881,730.5396577103792,4735.142000000001,12.017,12.727,1981,2025,0.7100000000000009,5.908296579845226,6.504,6.223000000000001,95.67958179581798,0.13054742788467522,-9.45637615283267,Decreasing,Positive,2.6193646962695225,5.161159023531304,184,40,3,197,3,3211,2,1,0,0,0,85,0.0
Turkmenistan,TKM.NGDPRPPPPC.A,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,4181.653,3725.865,3003.35,2725.552,2495.462,2178.608,2293.211,2639.058,3093.434,3683.013,4218.882,4889.247,5549.272,6205.584,6809.063,7473.79,8472.543,8881.241,10232.417,12218.193,14024.017,15167.44,15670.169,15518.451,15815.556,16217.857,16722.312,17309.532,16788.58,18183.276,18532.031,19067.965,19474.569,19923.608,45,0,0.0,7633.832655555557,4889.247,10.478,19923.608,7056.363301312816,19913.13,12.017,19923.608,1981,2025,19911.591,165695.19014729135,19474.569,449.03900000000067,2.3057711829206626,18.35104290087517,515.9243972332014,Increasing,Positive,9.899710829688223,8.940476299345148,180,33,16,195,2,1142,2,1,1,1,0,85,0.0
Czech Republic,CZE.GGXCNL_NGDP.A,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,-12.278,-2.976,-3.136,-4.139,-3.08,-3.547,-5.757,-6.345,-6.875,-2.405,-3.061,-2.186,-0.678,-1.999,-5.456,-4.144,-2.712,-3.918,-1.299,-2.093,-0.666,0.685,1.46,0.882,0.283,-5.65,-4.951,-3.069,-3.735,-2.029,-2.026,45,0,0.0,1.8720777777777762,-2.026,-12.278,15.373,7.885824420032815,27.651,12.017,-2.026,1981,2025,-14.043,-116.85944911375552,-2.029,0.0030000000000001137,0.14785608674224318,,-0.4063632411067209,Decreasing,Negative,,1.0550357322182304,44,43,33,197,3,3211,2,1,0,0,2,83,2.3255813953488373
Hungary,HUN.GGX_NGDP.A,"Expenditure, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,55.05,50.893,49.495,50.713,48.935,47.289,47.208,50.974,49.176,48.771,49.368,51.407,49.884,48.775,50.66,48.915,49.14,49.247,50.079,50.016,50.354,46.663,46.647,45.922,45.846,51.031,48.087,48.859,49.334,46.908,47.505,45,0,0.0,37.87321111111112,48.087,10.478,55.05,17.037728221471824,44.571999999999996,12.017,47.505,1981,2025,35.488,295.3149704585171,46.908,0.5970000000000013,1.2727040163724765,3.1731979942616784,1.0116291172595537,Increasing,Positive,3.881666885413247,3.660305353006169,75,42,8,197,3,3211,2,1,0,0,0,85,0.0
"Serbia, Republic of",SRB.TXG_RPCH.A,"Exports of goods, Volume, Free on board (FOB), Percent change",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,-7.656,13.231,31.648,5.726,14.442,4.919,17.205,4.218,-8.816,16.825,3.646,-0.836,21.909,1.668,9.614,12.662,8.47,5.699,8.449,-2.447,14.689,9.462,5.093,6.852,7.414,45,0,0.0,10.638522222222223,12.52,-8.816,31.648,7.196688436638091,40.464,12.017,7.414,1981,2025,-4.603,-38.30406923525006,6.852,0.5619999999999994,8.201984821949788,-1.0916168029188267,-0.17808267457180535,Decreasing,Positive,2.129896985168329,2.4543204773898273,150,42,10,177,3,3211,2,1,0,0,0,85,0.0
Hungary,HUN.NGDPDPC.A,"Gross domestic product (GDP), Current prices, Per capita, US dollar",Units,US dollar,2214.35,2257.348,2053.096,1996.416,2029.581,2346.453,2591.3,2847.851,2919.225,3323.178,3361.207,3745.666,3883.74,4184.221,4505.914,4537.717,4601.357,4745.566,4794.713,4624.923,5274.516,6647.318,8399.771,10281.244,11200.063,11472.076,13920.455,15751.94,13040.321,13171.433,14191.149,12934.984,13708.545,14327.786,12759.182,13188.503,14716.129,16593.03,17002.758,16355.505,18991.056,18499.915,22220.348,23252.805,25825.579,45,0,0.0,9584.2274,8399.771,1996.416,25825.579,6670.342825614764,23829.163,2214.35,25825.579,1981,2025,23611.229000000003,1066.282611149999,23252.805,2572.7740000000013,11.064359762187836,5.741518043506555,483.95091093544085,Increasing,Positive,10.159159434422694,9.167978379767963,75,42,21,197,4,590,2,1,1,1,0,85,0.0
"Serbia, Republic of",SRB.PCPI.A,"All Items, Consumer price index (CPI), Period average",Units,Index,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,3.909,5.082,7.171,12.19,22.033,23.987,24.683,27.3,31.737,35.143,37.203,41.826,45.206,47.985,53.317,57.231,61.612,62.939,63.807,64.525,66.569,67.871,69.14,70.208,73.079,81.824,91.939,96.245,100.0,45,0,0.0,36.84114444444445,24.683,3.909,100.0,28.107993623543493,96.091,12.017,100.0,1981,2025,87.983,732.1544478655239,96.245,3.7549999999999955,3.9015013766948883,4.9333954086417275,1.982327667984188,Increasing,Positive,4.61512051684126,3.633396988029828,150,42,2,197,1,590,2,1,0,0,0,85,0.0
Hungary,HUN.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,10.694,10.646,10.753,11.036,11.33,11.522,12.171,13.817,15.786,19.123,25.103,29.823,35.331,41.335,50.783,60.825,71.909,80.895,86.246,92.429,100.361,106.778,110.376,113.014,112.451,113.093,116.1,119.373,123.641,125.248,125.081,126.328,127.735,130.181,132.61,133.099,136.037,139.092,138.797,141.838,147.108,156.524,173.74,182.368,187.452,45,0,0.0,89.33293333333336,110.376,10.646,187.452,55.12549241519918,176.80599999999998,10.694,187.452,1981,2025,176.758,1652.8707686553207,182.368,5.084000000000003,2.7877697841726636,6.7252161747364925,4.0963793148880105,Increasing,Positive,5.238843332551495,4.503502104157508,75,42,38,197,2,1142,2,1,0,0,0,85,0.0
Montenegro,MNE.LP.A,"Population, Persons for countries / Index for country groups",Millions,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,0.605,0.607,0.61,0.612,0.613,0.614,0.615,0.616,0.617,0.618,0.619,0.62,0.621,0.623,0.624,0.625,0.625,0.626,0.626,0.627,0.627,0.625,0.624,0.624,0.624,0.624,45,0,0.0,6.091044444444448,0.626,0.605,16.064,6.562654884598414,15.459,12.017,0.624,1981,2025,-11.392999999999999,-94.80735624531913,0.624,0.0,0.0,-6.50157724251057,-0.4009852437417652,Decreasing,Positive,0.4848922417394862,1.9588326420281303,117,37,35,197,2,1142,1,1,0,0,0,85,0.0
"Serbia, Republic of",SRB.GGXCNL_NGDP.A,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,-0.148,0.325,-2.328,-2.385,0.061,1.021,-0.905,-0.802,-4.255,-3.302,-3.347,-3.753,-6.107,-4.789,-5.608,-3.245,-1.078,1.316,0.778,-0.004,-6.913,-3.156,-0.141,-1.211,-1.734,-2.215,45,0,0.0,4.534688888888887,0.325,-6.913,16.064,8.076492926507097,22.977,12.017,-2.215,1981,2025,-14.232,-118.43222102022135,-1.734,-0.48099999999999987,-27.73933102652825,,-0.49640592885375523,Decreasing,Negative,,1.7110353566113856,150,42,33,197,3,3211,2,1,0,0,2,83,2.3255813953488373
"Latvia, Republic of",LVA.PCPIE.A,"All Items, Consumer price index (CPI), End-of-period (EoP)",Units,Index,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.534,18.237,23.045,28.377,32.1,34.16,35.08,36.13,36.77,37.93,38.48,39.86,42.79,45.83,48.92,55.78,61.59,60.74,62.2,64.61,65.64,65.37,65.55,65.82,67.21,68.66,70.41,71.91,71.56,77.2,93.19,93.98,97.14,100.48,45,0,0.0,45.0655888888889,39.86,10.478,100.48,27.160546400123888,90.00200000000001,12.017,100.48,1981,2025,88.46300000000001,736.1487892152785,97.14,3.3400000000000034,3.438336421659464,4.944815923705503,2.0278288537549396,Increasing,Positive,4.6198617347310815,3.8300662263473884,95,43,0,196,1,590,2,1,0,0,0,85,0.0
"Latvia, Republic of",LVA.TXG_RPCH.A,"Exports of goods, Volume, Free on board (FOB), Percent change",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,13.676,-30.321,8.334,7.088,28.216,9.628,-3.109,14.419,8.675,4.927,4.112,13.89,23.677,7.452,13.921,2.407,-12.954,13.616,12.461,9.485,0.659,6.561,3.055,3.893,6.455,4.363,-0.57,-0.298,9.093,11.42,-7.021,0.108,0.116,45,0,0.0,7.5313222222222205,9.485,-30.321,28.216,9.326160885670161,58.537000000000006,12.017,0.116,1981,2025,-11.901,-99.03470084047599,0.108,0.008000000000000007,7.407407407407414,-10.009459142821797,-0.23684334650856356,Decreasing,Positive,0.1097508639591192,2.1437443579578654,95,43,10,177,3,3211,2,1,0,0,0,85,0.0
"Serbia, Republic of",SRB.LUR.A,Unemployment rate,Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,12.26,12.8,13.3,12.1,12.2,14.47,16.0,19.53,21.83,21.56,18.8,14.4,16.9,20.0,23.6,24.6,23.0,20.56,18.931,16.387,14.499,13.679,11.267,9.712,11.107,9.513,9.428,8.575,8.672,45,0,0.0,14.706011111111115,13.807,8.575,24.6,4.133672529978761,16.025000000000002,12.017,8.672,1981,2025,-3.344999999999999,-27.835566281101766,8.575,0.09700000000000131,1.1311953352769832,-0.7386739063381831,0.03730184453227989,Increasing,Positive,2.2692351133124915,2.754043512396156,150,42,43,118,2,1142,2,1,0,0,0,85,0.0
Montenegro,MNE.NGDPRPPPPC.A,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,14716.274,14818.409,15039.566,15354.147,16001.347,16648.757,18058.09,19315.874,20609.545,19331.457,19836.356,20480.473,19936.574,20572.949,21021.527,21520.617,22235.795,22927.989,23995.671,25037.435,21289.199,24125.821,26053.99,27744.618,28608.184,29365.922,45,0,0.0,12108.990488888887,15354.147,10.478,29365.922,10930.411317844726,29355.444,12.017,29365.922,1981,2025,29353.905,244269.8260797204,28608.184,757.7379999999976,2.6486756377126124,19.399107740048606,783.7423003952562,Increasing,Positive,10.287624217883517,9.401786051153675,117,37,16,195,2,1142,2,1,1,1,0,85,0.0
